id,name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class
147292,myseva 400mg tablet,Phoscut 400 Tablet,Revlamer 400 Tablet,Acutrol C 400 Tablet,Forsemer 400mg Tablet,Selaglob 400mg Tablet,Nausea,Vomiting,Upper abdominal pain,Flatulence,Constipation,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, High phosphate levels in blood,,,,,Epoxide,No,OTHERS,Phosphorous binder
147293,methnis 40mg injection,Deposet 40mg Injection,Mepsonate 40mg Injection,Mypred 40mg Injection,Mepresso D 40mg Injection,Neo-Drol 40mg Injection,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147298,metos cream,Mometamac Cream,Momin Cream,Mezo Cream,Eloa Cream,Mmc Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147306,mahacort dz 30mg tablet,Volflaz 30mg Tablet,Defdil 30mg Tablet,Zomcort 30mg Tablet,Fricort 30mg Tablet,Cortosept 30mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
147332,mometop 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147358,momeven 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147373,momorg 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147386,manegra 100mg tablet,Sexigra 100mg Tablet,Vigore 100 Red Tablet,Power Vegra 100mg Tablet,Stimulo 100 Tablet,Silderect Gold 100mg Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
147393,maxxlone 8mg tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147398,manegra 100mg tablet,Sexigra 100mg Tablet,Vigore 100 Red Tablet,Power Vegra 100mg Tablet,Stimulo 100 Tablet,Silderect Gold 100mg Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
147413,mexdef 6mg tablet,Defcicot 6mg Tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
147444,meta 0.1% ointment,Momax 0.1% Ointment,Most Ointment,Zomba 0.1% Ointment,Momvate Ointment,Momecon 0.1% Ointment,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147450,meth 8 tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147484,medipred 6mg tablet,Defcicot 6mg Tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
147488,matalert 200 tablet,Modatec 200mg Tablet,Modfil  200mg Tablet,Modafil 200mg Tablet,Modalift 200mg Tablet,Modapro 200mg Tablet,Headache,Nausea,Nervousness,Anxiety,Dizziness,Insomnia (difficulty in sleeping),Indigestion,Diarrhea,Back pain,Runny nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Narcolepsy (Uncontrollable daytime sleepiness),,,,,Diphenylmethane Derivative,Yes,NEURO CNS,Stimulant/ Drug for excessive sleepiness
147557,mysole 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147653,mifistar 10 tablet,Mifiact 10mg Tablet,Fibromif 10mg Tablet,Fibisafe 10mg Tablet,Fibrocede 10 Tablet,Goefibro-M 10 Tablet,Nausea,Vomiting,Uterine cramps,Diarrhea,Infection following abortion,Uterine bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Medical abortion,,,,,Oxosteroid,No,GYNAECOLOGICAL,Anti-progesterone
147662,mega pred 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147675,mesone gel,Clearoid 0.1% Gel,,,,,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147681,metor 5mg tablet,Zeetor 5 Tablet,Henletor 5mg Tablet,Lhd 5mg Tablet,Toresa 5 Tablet,Torsinol  5mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
147690,mp sol 8 tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147693,mepresso 1000mg injection,Rednisol S 1000mg Injection,Philpred 1000mg Injection,Elopred 1000mg Injection,Drudrol 1000mg Injection,Ecopred 1000mg Injection,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147738,mometide 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147751,motoso cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147806,merilone 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147858,momset 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147881,medipred 16mg tablet,Prelid 16mg Tablet,Predace 16 Tablet,Imicort 16mg Tablet,Mepresso T 16mg Tablet,Medrol 16mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147906,manodef 6mg tablet,Defcicot 6mg Tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
147921,m cort 100mg injection,Unicort 100mg Injection,Wosone 100mg Injection,Multicort 100mg Injection,Biosone 100mg Injection,H Cort 100mg Injection,"Injection site reactions (pain, swelling, redness)",Mood changes,Increased risk of infection,Weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Severe allergic reactions,Treatment of Allergic conditions,Treatment of Cancer,Treatment of Skin disorders,Treatment of Eye disorders,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
147923,motovib cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147926,meporva 400 tablet,Mahaflox 400 Tablet,Moxipunch 400mg Tablet,Moxigood Tablet,M-Cin Tablet,Moxam 400 Tablet,Eye discomfort,Dry eye,Burning sensation in eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial eye infections,,,,,Fluoroquinolone,No,OPHTHAL,Quinolones/ Fluroquinolones
147929,moodwell tablet,Tafil Tablet,Ttab 5mg Tablet,Tadablis 5mg Tablet,Fulflo Tablet,Xtafil Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
147933,metadure 5mg tablet,Mela 5mg Tablet,METORAL 5 MG TABLET,Zalat 5mg Tablet,Metozide 5mg Tablet,Diurem 5mg Tablet,Headache,Nausea,Dizziness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Thiazide (Related heterocyclics),No,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport)
147943,moaid 6mg tablet,Defcicot 6mg Tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
147948,moaid 6mg tablet,Defcicot 6mg Tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
147950,metcort 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
147962,myclob 0.05% cream,Topinate Cream,Lozivate Cream,Cortent Cream,Clobital Cream,Cortirate Cream,Skin atrophy,Telangiectasia,Skin irritation,Dry skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic skin conditions,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
147964,mericort 4mg tablet,Trilone 4mg Tablet,Tacit 4mg Tablet,Kencort 4mg Tablet,Cortim 4mg Tablet,Pericort 4mg Tablet,Reduction in bone density,Upset stomach,Increased risk of infection,Headache,Joint pain,"Injection site reactions (pain, swelling, redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatoid arthritis,Treatment of Osteoarthritis,,,,Glucocorticoids,No,DERMA,Glucocorticoids
147970,mg-dec 50 injection,Omdec 50mg Injection,Andron 50mg Injection,Nandolin 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
147991,metageston depot 500mg injection,Delton S 500mg Injection,Bond 500mg Injection,Hypetrone 500mg Injection,Lutin 500mg Injection,Relutin Depot 500mg Injection,Hot flushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hormone replacement therapy,Treatment of Female infertility,,,,Progesterone Derivative,No,GYNAECOLOGICAL,Natural Progesterone
147994,metageston depot 500mg injection,Delton S 500mg Injection,Bond 500mg Injection,Hypetrone 500mg Injection,Lutin 500mg Injection,Relutin Depot 500mg Injection,Hot flushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hormone replacement therapy,Treatment of Female infertility,,,,Progesterone Derivative,No,GYNAECOLOGICAL,Natural Progesterone
147999,motivate cream,Topinate Cream,Lozivate Cream,Cortent Cream,Clobital Cream,Cortirate Cream,Skin atrophy,Telangiectasia,Skin irritation,Dry skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic skin conditions,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148027,momebact 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148040,momentox ointment,Momet Ointment,,,,,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148052,mist-f nasal spray,,,,,,Nasal inflammation,Headache,Nosebleeds,Nasal ulceration,Breathlessness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Sneezing and runny nose due to allergies,,,,,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
148094,mikort 6mg tablet,Defcicot 6mg Tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
148104,mesone 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148125,methycort injection,Premedo 1gm Injection,Sol U Pred 1gm Injection,Macpred 1g,,,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148187,monosone cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148195,meniso 4 tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148210,mepodox-cv dry syrup,Oxipod-CV Dry Syrup,Macpod CV 50 Powder for Oral Suspension,Microcef-CV 50 Dry Syrup,Monocef-O CV 50/31.25 Dry Syrup,Swich CV 50 Dry Syrup,Nausea,Vomiting,Abdominal pain,Diarrhea,Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Respiratory tract infection,,,,,,No,ANTI INFECTIVES,
148221,methisa 16mg tablet,Prelid 16mg Tablet,Predace 16 Tablet,Imicort 16mg Tablet,Mepresso T 16mg Tablet,Medrol 16mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148235,meplon 8 tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148256,medlone 16mg tablet,Prelid 16mg Tablet,Predace 16 Tablet,Imicort 16mg Tablet,Mepresso T 16mg Tablet,Medrol 16mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148286,manotor 100mg tablet,Torkid 100mg Tablet,Torsed 100mg Tablet,Torvigress 100 Tablet,Dyloop 100mg Tablet,Renator 100mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
148295,momimax cream,Vimet Cream,Ethimom Cream,Cratisone 0.1% Cream,Momefur 0.1% Cream,Corticom 0.1% Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148309,megacort 4 tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Doralon 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
